2.48379 -1.18769 -2.38305 1.24624
-1.61825 4.02443 0.0440884 -0.143208
0.717432 -98.104 -0.571513 0.0048031
0.103723 -0.852109 0.81882 4.26228
-9.01291 0.885773 0.00895196 0.0532795
2.34737 -2.02099 2.18614 -0.405548
0.416488 0.0945516 -0.388132 -1.08356
-0.957394 38.8783 -0.865691 2.24327
-1.21695 -0.0592084 -0.0937914 11.3067
-2.29067 0.431741 -0.0981728 -1.61514
-0.116387 -9.19101 0.550533 3.52031
3.60931 0.545876 -0.316446 0.54729
0.537183 -12.321 0.480095 -0.525982
-0.394241 -11.9454 9.17955 -0.755353
0.669855 -0.964753 -5.97529 -0.414321
55.3915 -1.03498 -0.433575 -0.466396
-2.75732 -0.324812 -1.02003 -4.04101
-0.253907 0.225108 0.383497 -0.661568
-0.841575 2.32678 0.151329 8.35683
-1.79775 -1.59442 0.116026 2.89844
0.755228 -0.495526 0.150292 0.27178
-2.09295 151.002 -0.120189 -0.00694868
-1.51652 1.02728 -4.71682 0.012641
0.636102 13.8869 3.88841 -0.963275
-1.414 1.85253 -0.687529 -0.0606224
-0.535133 8.88381 7.8964 0.558184
2.02038 0.0243788 -0.664352 1.09031
-0.376412 9.64772 0.479524 -0.151784
0.959979 1.25427 -1.03187 0.357938
1.56728 -6.05415 3.89852 -0.870616
2.83063 -2.63627 0.426469 0.821133
4.11894 -11.7364 -1.04228 4.76153
-0.181196 0.0273069 -0.0699819 -0.327248
-11.0916 -0.918645 -0.750416 -0.789082
1.73155 -2.27675 -31.1975 0.796127
0.16837 0.148794 1.28699 -2.42214
0.202167 -0.862113 0.593553 -1.13696
0.342175 1.13394 1.49117 -0.528688
-0.0592987 -2.30419 1.59074 -1.13531
1.03768 1.33572 0.396437 -1.88649
7.00969 0.168397 -0.236396 0.45351
-0.105864 0.193435 -3.31771 -4.06249
0.295011 2.12913 -0.157765 -0.41681
-7.68327 -0.241801 -0.840632 -0.618323
22.643 -3.9836 0.141264 -1.42034
-6.79368 1.03432 4.10932 1.96414
0.318454 0.0250593 0.647502 -0.771712
-2.65027 -0.328211 -15.4927 -0.521209
0.692719 -1.13283 0.698889 -20.2474
4.05033 -0.767354 0.604783 -3.97408
2.071 0.0670877 1.49906 -0.074641
-0.635945 1.36754 -0.308884 6.68962
-4.76315 -0.04547 -0.914324 1.1948
-0.147613 -2.59096 5.19948 0.281287
2.99455 -0.452474 -0.29951 -0.501642
2.3643 1.8935 -2.09587 0.313903
-0.607511 -0.17307 0.246607 -1.97571
0.563024 0.138638 -0.970797 -3.0194
1.69684 -0.862349 0.607182 -12.4087
0.167849 2.88632 35.2743 -1.17651
-17.57 -1.17096 -0.266795 -1.08194
-5.99117 17.9545 0.475076 -0.209948
-3.72935 -1.20431 -1.85737 1.67958
0.421712 -0.854349 -0.0843743 5.32618
-0.706482 1.06277 -2.21683 -0.591839
2.52187 0.153183 0.278621 -0.673854
1.04613 1.83562 -2.55808 -0.262782
3.75017 -1.00104 -9.67695 -1.65029
-1.40226 -0.34373 6.67536 0.422268
-0.989257 0.391816 1.90158 2.53084
-1.80635 -22.0471 -0.133025 -1.62453
33.6403 -0.445793 -2.95957 -3.33567
4.81064 0.421615 1.83728 0.827148
0.432152 1.95352 1.30392 1.88139
